partition_index	depth	partition_seed_sha256	assignment_sha256
22	8	5b66c4673bc6d7a977acf4a6d8742e95e66c0b03ca9dee4c5078cec4327dbe16	98b92411a9c3ab77d15757e9f35225539b1e68ef80995cedbe0242a5ca18e52b
23	4	f6cf4df2240ebd01b415eafa0652e792dd47741da5477b2b7bef9f1a4b7c8e5f	5ba0161e953b5f42ba8a01636a3b0ffaaa5d9650d683051398d644dbee7cb684
23	6	f6cf4df2240ebd01b415eafa0652e792dd47741da5477b2b7bef9f1a4b7c8e5f	07e6fa8d51d9abbd3de2b8ce65295e41b078a4a5ce1871582b22391ae768ce4a
23	8	f6cf4df2240ebd01b415eafa0652e792dd47741da5477b2b7bef9f1a4b7c8e5f	e2d3ade62c8efe106a5a97ab8580e4cbedc350b052f01a6a060995b59e4bf968
24	4	dda301cf490dd6e17af59796182a29efe44941f7aaf49bcc0674a694308ddbc1	05d5130816d48de978b0dfe27590cdb04c86a1bc0ba338b29e9d46779e4d844e
24	6	dda301cf490dd6e17af59796182a29efe44941f7aaf49bcc0674a694308ddbc1	f9f542d66e8e5eaf021165b420d2e36e1d027d66ee71cb7296cd8ee6c502cc33
24	8	dda301cf490dd6e17af59796182a29efe44941f7aaf49bcc0674a694308ddbc1	92a4d5d01579970de25349ba195ca4a06eb8a43551c407f4fa31027ada2bbf3e
25	4	659baf2605ef3382f9d57765c8d31e0f30c6c18edbc28b07fe7201f4d5723ef3	2f1e4dab47d578bd176802951b621a000476f63ed422c83da969fb833a99f965
25	6	659baf2605ef3382f9d57765c8d31e0f30c6c18edbc28b07fe7201f4d5723ef3	c0deab7cb495c9f8173b90b2fc6ff4d3d60d943dcb11970cf5e2575c313ed3e3
25	8	659baf2605ef3382f9d57765c8d31e0f30c6c18edbc28b07fe7201f4d5723ef3	1d84c41808361c3195e8b994aa765f9f811f572e4ca548d9ac647ec2f88aaae6
26	4	b6068a2868c30e7bffb030359bcd1ba0a117f5db82438e16e8761e1a8903079a	bb5cc832e3eb711a2ccfba8e37f3ad3b8e5969577194b710eb72450752c87b68
26	6	b6068a2868c30e7bffb030359bcd1ba0a117f5db82438e16e8761e1a8903079a	6cd8434febdced2860a29a2e4c55de842ba776d5707c5427813b543af0982e4b
26	8	b6068a2868c30e7bffb030359bcd1ba0a117f5db82438e16e8761e1a8903079a	05c4de8678c5a32441ebff0cfc7253310b689b32b72da535803fa3ebeb733686
27	4	b450ff9f5ca3eea2fd988a7797f3ac8aaa383ce0d42fe5471b7ff27c2ea43c73	fa9c3fbd88d6f7c32ce609c660ca043a7fd326f6ddaa696013d31140e7d8b545
27	6	b450ff9f5ca3eea2fd988a7797f3ac8aaa383ce0d42fe5471b7ff27c2ea43c73	78ef309449d1896abc881664668b16a29a1338111b540cfac62af2aaceb366da
27	8	b450ff9f5ca3eea2fd988a7797f3ac8aaa383ce0d42fe5471b7ff27c2ea43c73	604531002c803d262edeeaafa6029f21b60d836650f2b831805f25bca6e06054
28	4	b6d53075bfbc136940caa27d0fdf22b119c7de3701106b678f21aa4483dc0699	f14d4093d5060cd7bd54b58c4e872fb4f04515259f8740804f52e4119d48f569
28	6	b6d53075bfbc136940caa27d0fdf22b119c7de3701106b678f21aa4483dc0699	55a75f2245b51a863728ddfe6327e88d21ea4d16bc81a48a5f28d5ccf62fa5b2
28	8	b6d53075bfbc136940caa27d0fdf22b119c7de3701106b678f21aa4483dc0699	8b23664f5528ab7641c06a1487d1c12e56f430d4f23ca4a0332fdd18338eb51b
29	4	bc3b7a35f5662c01a1cd4559eef92ce1d019d887e3203c575918898598136956	b75a0ff4a7a452924963088e71072ec8bc44c800b6120e9b5d06bb9acfe0724d
29	6	bc3b7a35f5662c01a1cd4559eef92ce1d019d887e3203c575918898598136956	b4d04bbe62806b823f250b7b097aa542f714ee912b1037a48981bbc646587a89
29	8	bc3b7a35f5662c01a1cd4559eef92ce1d019d887e3203c575918898598136956	a157aa2dc1436ae1241a75ebe24739466696405f701283403e08dce9c06fbad0
30	4	1fb50079077e2e180b1de116b969bcff5c8b9f7060b08f41cc923a26df0812c5	de5a6a647d928a2e6ab52eb87b4e0a94a83e4529250dd625df0f0ddd3c288c9f
30	6	1fb50079077e2e180b1de116b969bcff5c8b9f7060b08f41cc923a26df0812c5	6b32dc80d67018f8de3d45f473741fc6710ee57de8c0f2a6b0cd73c83a747314
30	8	1fb50079077e2e180b1de116b969bcff5c8b9f7060b08f41cc923a26df0812c5	c63a45cbd9082ba7d0ddaedafdf28ad06ffa140961ed9c8ff557c08932da06f0
31	4	b327d56cf2049a63a7063f534e27019c0de20b34bbf18db63050d1f5a34afe3f	cd0dc6ab5b5f5d1027f6a61d6bff24042d3d88ed013a0b77ba1b0302fbe1b954
31	6	b327d56cf2049a63a7063f534e27019c0de20b34bbf18db63050d1f5a34afe3f	064012c2cf8d4b05db7ed7723bff5788a134469c46c24b68bb1397356c1db886
31	8	b327d56cf2049a63a7063f534e27019c0de20b34bbf18db63050d1f5a34afe3f	82097cee315ceb591dfdb7e9170a4633c330aba1728e41843189fbcf5235075f
32	4	0d871284e26294c2727e9108ff664c9be360a45d2c94dfbcbbea9dbd8bfbc12f	7e4d383ad7fd9e46297f7ddda436c5058a6afa5cdbe1bbd7a126db6ed7cf04af
32	6	0d871284e26294c2727e9108ff664c9be360a45d2c94dfbcbbea9dbd8bfbc12f	e24b587a528b661e12caab731022cca103987b4ab8ea65cb54c7c85cbe7ed8ff
32	8	0d871284e26294c2727e9108ff664c9be360a45d2c94dfbcbbea9dbd8bfbc12f	e8c93f8f3e3986f5d75fd3249c681fe4f11c0ebc5bdc18e358865cb275296c9c
33	4	5686485bf3d700bfb54a3ad14c5167604f12f85a1934481c812f11da2cee3daf	8423ea6b4f389bbf0e09bf09ed2c85514e93d344f8dddea76bdac546351a0aef
33	6	5686485bf3d700bfb54a3ad14c5167604f12f85a1934481c812f11da2cee3daf	bce4c161e50680f2914a2259b18ad236127e678ed2de69f73d5dd202e59e9491
33	8	5686485bf3d700bfb54a3ad14c5167604f12f85a1934481c812f11da2cee3daf	46ffad4fb046c61a1cc17e85e99f71e80a4db8b9a1e43d25153bb3faf339a01c
34	4	6ce597db5195fa55056d28d0063714a9a246146dad9c533eaff687cbc1e0cf0c	5401894e32137f9de8d01d76f99ca0df69cac55948886b7f1cde18ab0ea93893
34	6	6ce597db5195fa55056d28d0063714a9a246146dad9c533eaff687cbc1e0cf0c	d0fc5ce75e88ef55b44a925da028cccdee207c4a4f76981bbdc076c91c5d17de
34	8	6ce597db5195fa55056d28d0063714a9a246146dad9c533eaff687cbc1e0cf0c	5afff483ebf3841df470bf175d602807d1b7f4dc1bfbc09904f81c1dc6827e8d
35	4	066f0c80670a38729d4ff5cfff86415e089497d4e20c3248962496d0fc877847	aeecbfec27343ec923c7e7c3afb793b339b52069258e525b0785f655a7caefe5
35	6	066f0c80670a38729d4ff5cfff86415e089497d4e20c3248962496d0fc877847	480d18a7f93754df5784cbf99d02b851d8ea0e4f4b8549df042706b3492aa0c0
35	8	066f0c80670a38729d4ff5cfff86415e089497d4e20c3248962496d0fc877847	d188ddf97b215f02c98940c85837f1f5e8b10048e759ed87906240eee046e3ec
36	4	91b034963d410277e65304884556ac928f19d60c8e20cd70923768b9b1118ef3	5aa0c40d8d7113dc2b40767b6bd7f8324aabef59a1adfaaf1484acd185a7581c
36	6	91b034963d410277e65304884556ac928f19d60c8e20cd70923768b9b1118ef3	5ab51c471b6b9f65bd6514c2cbfe00e04f56637903cdd041f0b74be3f481ac64
36	8	91b034963d410277e65304884556ac928f19d60c8e20cd70923768b9b1118ef3	bbe717affa2ec99be5053db16220f63f452c27284afc4b4a16d56349c15a5c94
37	4	561b10f255c1fb2d1a12dd110eebc35494a3b881b7f9de437d5a2ae281e170ea	76f0565d8e9f8bcb6f9a6b07700f76ea5f830921f5fe9504a5568a74d4a5c6d2
37	6	561b10f255c1fb2d1a12dd110eebc35494a3b881b7f9de437d5a2ae281e170ea	9c5c35cdc2bede7761d2ab764cb06b5db70e32ce38b9fc80f163bef324e54c69
37	8	561b10f255c1fb2d1a12dd110eebc35494a3b881b7f9de437d5a2ae281e170ea	187d150a7a73cd3830b913d5672e70c3fcbcc78b890eda947763c4d1d9767c4f
38	4	401535ad93b05b9eeb444824fef71330360cd19db4b00dba8a2a765308c023d9	4d838fef0c9ed9db3e465c4f340f1a675d2029e7f926b4c1de3d50dd64406f19
38	6	401535ad93b05b9eeb444824fef71330360cd19db4b00dba8a2a765308c023d9	21a58876a802ffae1a1d4514341a6d3728c7d8a38657bba1f7d91adf1859abe0
38	8	401535ad93b05b9eeb444824fef71330360cd19db4b00dba8a2a765308c023d9	7fdbaddd0f2b4d11349ac49e9f0fc0bbfe2d09e323cec6b382f76a331185befe
39	4	9be4a4f5b388273f42c731a4150bf3e1b783b10c29cc2176805d927bd5fc6e61	00531b1961b6269c3de82e043fc1da3e93d89ef9e70fe0e6ba94160824eb9f4f
39	6	9be4a4f5b388273f42c731a4150bf3e1b783b10c29cc2176805d927bd5fc6e61	32a69782ba5009798975a99210dd56ab4de7feccb99aebf81872090d1fe878e3
39	8	9be4a4f5b388273f42c731a4150bf3e1b783b10c29cc2176805d927bd5fc6e61	da36d02b81d88b57ffaa61bdc5367c6bc43974ad2aaad06a387ac87b4512cf7e
40	4	cfa7f59b81e38f4a0180c5fb2003542ef8ae8b4a907c1d0f726193e60497db6b	2276bc3f96bbf578ce54bb087268456865d12fc06df0da72bcb5ff24f33dedb4
40	6	cfa7f59b81e38f4a0180c5fb2003542ef8ae8b4a907c1d0f726193e60497db6b	91fa87259d5692ec0652846c1d73f2cf7b4e073ab95e5d77e7766f2f9a4f357b
40	8	cfa7f59b81e38f4a0180c5fb2003542ef8ae8b4a907c1d0f726193e60497db6b	bdca23efa002a877f18b2dc2f373d9a52181a21f331f1a0ea29a7c9d320f9dbc
41	4	788ada1df310294d09249fcd13438f24cafd7e0acc01dcb81c463361fa905dc4	b96b83ea75ff3e7d081857dfa4ba0893ee2d3a7cc8caed30dce4fa58c154ced0
41	6	788ada1df310294d09249fcd13438f24cafd7e0acc01dcb81c463361fa905dc4	80095e7302e746f964bf73d572307a5137552c859ca73eb4be503a87cf1de39b
41	8	788ada1df310294d09249fcd13438f24cafd7e0acc01dcb81c463361fa905dc4	b1accf2c609a173deb7a56761a2103921545b36f76902270f036592aa1059e91
42	4	b011f186ea4d0624917f1ed65437cfa9485a0ddd1a35097ee116bf22c4e93285	6e94e31cc370804ec5424f73e9a9969962c1bf373ebc33951898b6530a03d3db
42	6	b011f186ea4d0624917f1ed65437cfa9485a0ddd1a35097ee116bf22c4e93285	0d4bf0b4dd66111218156e825733d1d1df58890826997edd70412661512c959e
42	8	b011f186ea4d0624917f1ed65437cfa9485a0ddd1a35097ee116bf22c4e93285	e065bee199c5d2b29ec80c36975ac08a4e17cc43ef98dd3bfb6698a2024a40be
43	4	f44fe73fa3cc8eac00e38656defb917a8f04f862bdcf5d6b091a2adbe180fb68	b5b4d2020bf59e9d5b408cab3913221a448aace456c41c425a1eb94f64a7c53e
43	6	f44fe73fa3cc8eac00e38656defb917a8f04f862bdcf5d6b091a2adbe180fb68	0df462fbb97b3c9f50947986658b3f40fd819de2a00ac31586f766a512faba7a
43	8	f44fe73fa3cc8eac00e38656defb917a8f04f862bdcf5d6b091a2adbe180fb68	551cbf76097f064cfeb46585fc6b1f50ace9b119d42832017d8d4ca1f49971c3
44	4	8cdeaa53157542c2ce34535636453d832e3460141cb25d20015a905ecefc1014	3716c0bfd19dad71a9e2a55dda3897b88f25fa22606a60535b8ba1df951a7a5f
44	6	8cdeaa53157542c2ce34535636453d832e3460141cb25d20015a905ecefc1014	3aad566de89ab98f465b198a052f2be74140370ce786d8efd5fd9b756bf171b9
44	8	8cdeaa53157542c2ce34535636453d832e3460141cb25d20015a905ecefc1014	891c1d6d675f38c515a45ece3aa631c08e4924afddbb21fdeb8977abd4de7641
45	4	1ded0e2f917ccaa9b086ca379893e39ee73d5096870ed6bcee5b44c4cf30efe6	f76ac83ea210d0cbe2b7f669864aebaaf8127b938962ba3c900d5da5771750ef
45	6	1ded0e2f917ccaa9b086ca379893e39ee73d5096870ed6bcee5b44c4cf30efe6	98455f7eee588e03298265391e438fb0ade696a3ae297358e2dcf848e2cf17f9
45	8	1ded0e2f917ccaa9b086ca379893e39ee73d5096870ed6bcee5b44c4cf30efe6	23fa6217caa3f100f0596afd3df8259b707430a488930afe16e7a02bc494a879
46	4	fdbcf765c8e4e3d5c1ab12a8737a72073ab02238bdf54ef05713e0f3c6cee481	280c8efe6afe41f29155d0538b3e7a3c0bc13666908a048221faf49e484f1ce3
46	6	fdbcf765c8e4e3d5c1ab12a8737a72073ab02238bdf54ef05713e0f3c6cee481	a6c9c2d10434a59ac87b2f159bf2fb721190b963918540b6c00ea634f9edb2ee
46	8	fdbcf765c8e4e3d5c1ab12a8737a72073ab02238bdf54ef05713e0f3c6cee481	9eedb92a55a79823b84e5f140b5f34ac1148a319ab6881fb8e9086b9248930b4
47	4	51106075be5afd2328af3c2789d0c516ce5ef683e81e058c848bb5da87f7224d	4e04afb210c09dba77c8c5bbe685d55d4e1be692b32e21216135bb69f92d8b64
47	6	51106075be5afd2328af3c2789d0c516ce5ef683e81e058c848bb5da87f7224d	4fb54cb6429e70bdebf98b19e93e2546675027f70a5eec9d28d4b51ce7390235
47	8	51106075be5afd2328af3c2789d0c516ce5ef683e81e058c848bb5da87f7224d	368f2d984bab906e96e704e02cd8afcac99d9081484ee0a185491da0686ca0ea
48	4	fd8a0a76f898c4264998ad50e130f4e5896698b919e00d729f55000b6f0da24b	a035aa4ef7fc1bbcde5b5077ceae06d4d6ea485c5ec694df728cd321e09137a2
48	6	fd8a0a76f898c4264998ad50e130f4e5896698b919e00d729f55000b6f0da24b	f9f37e087cd505040d7dd0fea7bb2eb482ba9c92d8f4b1f475ea167f93eab8d7
48	8	fd8a0a76f898c4264998ad50e130f4e5896698b919e00d729f55000b6f0da24b	4ac03011ff8dcad13341b7799375eaaceff86a6e1d2bdd2f5b1838a61e4ec788
49	4	860a7db92e5d6ba4e4fd63fc330bd693d494982f759970954db6e68467890377	3273d74a9c7c707268769b0095c6f777bbf35526ba9933ad1d59c7b7da541660
49	6	860a7db92e5d6ba4e4fd63fc330bd693d494982f759970954db6e68467890377	ee323ed3c75879c2d016310f8698e121fd1fc8c03be6799dbe60156e71b692c7
49	8	860a7db92e5d6ba4e4fd63fc330bd693d494982f759970954db6e68467890377	0e4aaf8d6281a170957c1d077815879e4b7cadd8d4365d686d409e9d8c570ec0
50	4	72abb5af01c8d063fbc150b34081ad789b8f4a55d898c4135982e4b8c8efcb25	bf30ca5c63dd99223ae1d847c8b28c7a999c682b1153092d5b4712f50ff9603f
50	6	72abb5af01c8d063fbc150b34081ad789b8f4a55d898c4135982e4b8c8efcb25	b5b2ed7b1895a3ae159fb8120aea9073dbc8cdab684622c8f08329e23a8b7463
50	8	72abb5af01c8d063fbc150b34081ad789b8f4a55d898c4135982e4b8c8efcb25	265af19aed7cadadff251fd4a2654a2126fbc5d3157bfc03dabaafbc549c2f0b
51	4	45643bdebe4a68da1c9386e78e609078909ad92e4bb51ef7288518ad6c5a687d	afbd00709cae4f68f5223b4e894841ec12bb578b7bc2e822d405cfa8c828b1f4
