panel_index	source_column	ensembl_id	gene_symbol	unique_symbol	train_control_mean	train_control_variance	train_control_sd	scale
28	20541	ENSG00000111716	LDHB	True	1.6395867102088317	0.27457190822694866	0.52399609562185545	0.52399609562185545
29	2330	ENSG00000116161	CACYBP	True	1.4000482856417511	0.27222770559737786	0.5217544495233154	0.5217544495233154
30	28371	ENSG00000189159	HN1	True	1.0259429897856234	0.27216986705096091	0.52169901959938636	0.52169901959938636
31	912	ENSG00000117450	PRDX1	True	2.2555122304783835	0.27056171098743498	0.52015546809337199	0.52015546809337199
32	3642	ENSG00000143933	CALM2	True	1.592492214839331	0.26807654575618445	0.51776108945746824	0.51776108945746824
33	33152	ENSG00000279669	RP11-717F1.1	True	1.0054982774719743	0.26687948729132405	0.51660380108098702	0.51660380108098702
34	21590	ENSG00000111229	ARPC3	True	1.3042438753172747	0.26657438204715911	0.51630841756372625	0.51630841756372625
35	23796	ENSG00000166165	CKB	True	1.1407333233116934	0.26486302947721918	0.51464845232179524	0.51464845232179524
36	1844	ENSG00000163191	S100A11	True	0.93194386911542382	0.2643625907307815	0.51416202770214514	0.51416202770214514
37	20802	ENSG00000167553	TUBA1C	True	1.1385981473915912	0.2643384272072109	0.51413852919929171	0.51413852919929171
38	24612	ENSG00000166803	KIAA0101	True	1.2315685047106515	0.26396353611378598	0.51377381805010847	0.51377381805010847
39	27593	ENSG00000277791	PSMB3	True	1.1693942580325745	0.26091114839850671	0.51079462448082469	0.51079462448082469
40	32386	ENSG00000070010	UFD1L	True	1.29505242085846	0.26085935073308231	0.51074391893891635	0.51074391893891635
41	28465	ENSG00000089685	BIRC5	True	0.84593371550747143	0.2606834470893894	0.51057168653323248	0.51057168653323248
42	16980	ENSG00000188229	TUBB4B	True	0.70315048155107551	0.25954753151635196	0.50945807630888718	0.50945807630888718
43	30713	ENSG00000167815	PRDX2	True	1.3377128041390893	0.25951284362348015	0.50942403125832236	0.50942403125832236
44	1959	ENSG00000173207	CKS1B	True	1.4885277582780561	0.25888188071693108	0.50880436389336425	0.50880436389336425
45	15967	ENSG00000086061	DNAJA1	True	0.91327416223565172	0.25708558079109212	0.5070360744474619	0.5070360744474619
46	13991	ENSG00000102409	BEX4	True	0.81294147857758103	0.25516886558746743	0.50514242109277208	0.50514242109277208
47	31065	ENSG00000266976	AC079466.1	True	0.70207241472931781	0.25486950216638082	0.50484601827327591	0.50484601827327591
48	31689	ENSG00000142227	EMP3	True	0.88330222304665162	0.25458257731155098	0.50456176758802385	0.50456176758802385
49	26438	ENSG00000103035	PSMD7	True	0.79526237948114153	0.25317454811305951	0.50316453383864357	0.50316453383864357
50	21504	ENSG00000166598	HSP90B1	True	0.97578128775512962	0.25306164338629533	0.50305232668808453	0.50305232668808453
51	15557	ENSG00000136997	MYC	True	0.59575966559269655	0.25275718225416854	0.5027496218339389	0.5027496218339389
52	23773	ENSG00000080824	HSP90AA1	True	1.9356494000654227	0.25219055687193004	0.50218577924103946	0.50218577924103946
53	17628	ENSG00000110492	MDK	True	0.8174558017962954	0.25124248102456537	0.50124094108977713	0.50124094108977713
54	29645	ENSG00000088325	TPX2	True	0.63126525378413145	0.25114871157194951	0.50114739505653372	0.50114739505653372
55	25309	ENSG00000255198	SNHG9	True	0.88776328263733773	0.25072848214261423	0.50072795222816768	0.50072795222816768
56	13512	ENSG00000123131	PRDX4	True	1.0039283735748397	0.25036955116298909	0.50036941469577167	0.50036941469577167
57	10655	ENSG00000213719	CLIC1	True	1.6541310055616332	0.25001690965169665	0.50001690936577003	0.50001690936577003
58	32399	ENSG00000093010	COMT	True	1.3701989652668141	0.24964960833075711	0.49964948547032162	0.49964948547032162
59	19027	ENSG00000165629	ATP5C1	True	1.0689171761101179	0.24958706105752526	0.49958689039798199	0.49958689039798199
60	18137	ENSG00000084207	GSTP1	True	2.2034353511573861	0.24932601817282318	0.49932556330797162	0.49932556330797162
61	27911	ENSG00000198336	MYL4	True	0.87833924597795898	0.24799372895032568	0.49798968759435741	0.49798968759435741
62	8185	ENSG00000170180	GYPA	True	1.1170366811348675	0.24704680263590828	0.49703802936587083	0.49703802936587083
63	27152	ENSG00000170315	UBB	True	1.9471349262733708	0.24655696376087111	0.49654502692190072	0.49654502692190072
64	32925	ENSG00000128272	ATF4	True	0.82591669488711106	0.24641458753484269	0.4964016393353699	0.4964016393353699
65	566	ENSG00000090273	NUDC	True	1.1577824582515999	0.24620975225166686	0.49619527632945765	0.49619527632945765
66	16608	ENSG00000119403	PHF19	True	1.3266573764374896	0.2460030037355132	0.49598689875390178	0.49598689875390178
67	3645	ENSG00000236824	BCYRN1	True	0.43090439693288302	0.24415279454704253	0.49411819896361087	0.49411819896361087
68	10402	ENSG00000112312	GMNN	True	0.90003344382511563	0.24260342336451468	0.49254788941230343	0.49254788941230343
69	10329	ENSG00000225921	NOL7	True	0.95728053116758272	0.24235981298036269	0.49230053115994371	0.49230053115994371
70	13069	ENSG00000106028	SSBP1	True	1.298110777187536	0.24223268770565087	0.49217140073926569	0.49217140073926569
71	16068	ENSG00000122705	CLTA	True	0.82235851527815995	0.24208085911388988	0.4920171329475122	0.4920171329475122
72	28367	ENSG00000167863	ATP5H	True	0.84997815966885282	0.24136179016591275	0.49128585382230655	0.49128585382230655
73	16297	ENSG00000135047	CTSL	True	0.59266413971925447	0.24103710275365298	0.4909552960847382	0.4909552960847382
74	5480	ENSG00000206573	THUMPD3-AS1	True	0.84188581282879127	0.24060817523156708	0.49051827206697107	0.49051827206697107
75	857	ENSG00000117395	EBNA1BP2	True	0.90872914507300118	0.24019766909773632	0.49009965221140112	0.49009965221140112
76	4692	ENSG00000138385	SSB	True	1.0096988152357591	0.2399640216888177	0.48986122697026929	0.48986122697026929
77	670	ENSG00000084623	EIF3I	True	1.3540503893887983	0.23992867670665152	0.48982514911614278	0.48982514911614278
78	16032	ENSG00000165283	STOML2	True	1.1168725718241135	0.23986065471197837	0.48975570921835959	0.48975570921835959
79	3258	ENSG00000115758	ODC1	True	1.1860397285586852	0.23917229490464109	0.4890524459652984	0.4890524459652984
80	15959	ENSG00000165264	NDUFB6	True	0.91390741935108089	0.23880508380677701	0.48867687054614833	0.48867687054614833
81	31314	ENSG00000099341	PSMD8	True	1.2513674023461359	0.23852491479853177	0.48839012561530332	0.48839012561530332
82	26659	ENSG00000051523	CYBA	True	0.9866153237924693	0.23834925198593127	0.48821025387217265	0.48821025387217265
83	14695	ENSG00000147454	SLC25A37	True	0.72824234681091327	0.23792015614572148	0.48777059786924581	0.48777059786924581
84	31775	ENSG00000126457	PRMT1	True	0.82428360224966002	0.23785606109869961	0.48770489140329482	0.48770489140329482
85	7104	ENSG00000072274	TFRC	True	0.89073747850830143	0.2376295859556472	0.48747265149508356	0.48747265149508356
86	25499	ENSG00000166669	ATF7IP2	True	0.73732513571857972	0.2366949931701442	0.48651309660701242	0.48651309660701242
87	26870	ENSG00000142507	PSMB6	True	0.96384834180942458	0.23660950421641125	0.48642522983127762	0.48642522983127762
88	914	ENSG00000132780	NASP	True	1.1015504963883287	0.23580385403332826	0.48559639005384736	0.48559639005384736
89	14096	ENSG00000005022	SLC25A5	True	1.0543954711124999	0.23546917995762162	0.48525166662013808	0.48525166662013808
90	22533	ENSG00000151287	TEX30	True	1.0102579271696146	0.23505802472323833	0.48482782998012636	0.48482782998012636
91	9535	ENSG00000069011	PITX1	True	1.3592195449807765	0.23494791883765376	0.48471426514767829	0.48471426514767829
92	27861	ENSG00000136448	NMT1	True	1.0211726409177189	0.23487453698480287	0.4846385632456448	0.4846385632456448
93	22547	ENSG00000134884	ARGLU1	True	0.82123005854120956	0.23431373492650021	0.48405963984461686	0.48405963984461686
94	8051	ENSG00000145386	CCNA2	True	0.63138148277099393	0.2335812729772499	0.48330246531261339	0.48330246531261339
95	7792	ENSG00000152795	HNRNPDL	True	1.320186193755932	0.2335621789617659	0.48328271121752936	0.48328271121752936
96	12475	ENSG00000146701	MDH2	True	1.4033886655569914	0.23304267070139084	0.48274493337723479	0.48274493337723479
97	2313	ENSG00000117592	PRDX6	True	1.47728527055577	0.23302024157611312	0.48272170199413361	0.48272170199413361
98	22247	ENSG00000139684	ESD	True	0.83914058590546448	0.23225988038724954	0.48193348128891145	0.48193348128891145
99	1529	ENSG00000116459	ATP5F1	True	1.1764013542598626	0.23204830972657331	0.48171392934663337	0.48171392934663337
100	21844	ENSG00000150991	UBC	True	0.58391373341117747	0.23164516934519352	0.48129530368080004	0.48129530368080004
101	13262	ENSG00000055118	KCNH2	True	0.85408183652871206	0.23131087515921656	0.48094789235344049	0.48094789235344049
102	8643	ENSG00000150753	CCT5	True	1.0883432041505405	0.23120415390772209	0.48083693068203703	0.48083693068203703
103	32866	ENSG00000100129	EIF3L	True	1.0358013251511957	0.23087818332346033	0.48049784944727936	0.48049784944727936
104	842	ENSG00000171960	PPIH	True	0.89043666576729741	0.23024237093936095	0.47983577496822905	0.47983577496822905
105	25533	ENSG00000171490	RSL1D1	True	1.1294559397510979	0.23001035808059678	0.47959395125522253	0.47959395125522253
106	24609	ENSG00000166794	PPIB	True	0.91429357997655658	0.2299849559417253	0.47956746755980573	0.47956746755980573
107	9191	ENSG00000081189	MEF2C	True	0.74100755703118903	0.22996824149919282	0.47955004066227835	0.47955004066227835
108	4949	ENSG00000119013	NDUFB3	True	1.1239904950697104	0.2299222466014057	0.4795020819573213	0.4795020819573213
109	21387	ENSG00000133639	BTG1	True	0.68829990280867925	0.22989005380713623	0.47946851179940508	0.47946851179940508
110	17653	ENSG00000165916	PSMC3	True	0.83044768959036874	0.22985989122612893	0.47943705658420788	0.47943705658420788
111	17449	ENSG00000198168	SVIP	True	0.6929693797875689	0.2296825220749365	0.47925204441393521	0.47925204441393521
112	33475	ENSG00000183527	PSMG1	True	0.75114242975608903	0.22959943790871329	0.47916535549715328	0.47916535549715328
113	11615	ENSG00000120265	PCMT1	True	0.77531886705009356	0.2295643509180314	0.47912874148607637	0.47912874148607637
114	4374	ENSG00000088205	DDX18	True	1.0350087857809311	0.22949456797611734	0.47905591320441637	0.47905591320441637
115	720	ENSG00000116560	SFPQ	True	1.1404005049380392	0.22904252370328937	0.47858387321689955	0.47858387321689955
116	32603	ENSG00000100028	SNRPD3	True	0.94271498528431374	0.22896832954039892	0.47850635266462127	0.47850635266462127
117	29493	ENSG00000125870	SNRPB2	True	0.84808842385505057	0.22885102996110829	0.47838376849670422	0.47838376849670422
118	25170	ENSG00000131876	SNRPA1	True	0.85415881691085038	0.22870757725621726	0.47823381023952843	0.47823381023952843
119	15182	ENSG00000164687	FABP5	True	0.61417642338176393	0.22840580783294978	0.47791820203142482	0.47791820203142482
120	30947	ENSG00000105669	COPE	True	0.82389776109880974	0.22809207131227627	0.47758985679375171	0.47758985679375171
121	30728	ENSG00000179262	RAD23A	True	0.91753165122207481	0.22806306665244513	0.47755949017106247	0.47755949017106247
122	19933	ENSG00000148834	GSTO1	True	0.7286531321615709	0.22788787142084044	0.47737602727916745	0.47737602727916745
123	3868	ENSG00000135624	CCT7	True	0.93961910297112117	0.22786817628541389	0.47735539829922724	0.47735539829922724
124	18054	ENSG00000175602	CCDC85B	True	1.011661341788451	0.2276314218859905	0.47710734838816987	0.47710734838816987
125	9515	ENSG00000113558	SKP1	True	1.3106190974987955	0.22755347195153686	0.4770256512511008	0.4770256512511008
126	8511	ENSG00000109536	FRG1	True	0.62363859507168184	0.22745426672715835	0.47692165680241272	0.47692165680241272
127	4693	ENSG00000138382	METTL5	True	0.90871619073820442	0.22739558844382435	0.47686013509605135	0.47686013509605135
128	12736	ENSG00000168255	POLR2J3	True	0.78969550266252586	0.2273363019590352	0.4767979676540528	0.4767979676540528
129	18285	ENSG00000118363	SPCS2	True	0.74277701814030472	0.22727680530861105	0.4767355716837281	0.4767355716837281
130	28649	ENSG00000176890	TYMS	True	0.86662778997658607	0.22702656577785918	0.47647304832262988	0.47647304832262988
131	727	ENSG00000126067	PSMB2	True	1.5550296720494319	0.22688936320045539	0.47632904929308623	0.47632904929308623
132	6783	ENSG00000113810	SMC4	True	0.71028796585931642	0.2267283591329613	0.47616001421051862	0.47616001421051862
133	14894	ENSG00000078668	VDAC3	True	0.78448675460126049	0.22665363317767329	0.47608154047145462	0.47608154047145462
134	3477	ENSG00000163811	WDR43	True	0.87899130186374874	0.22637583432044317	0.47578969547526268	0.47578969547526268
135	16662	ENSG00000136930	PSMB7	True	1.2846927619809894	0.22618115094903191	0.47558506173873027	0.47558506173873027
136	31667	ENSG00000105373	GLTSCR2	True	1.2297491119512713	0.22610526050552093	0.4755052686411802	0.4755052686411802
137	1769	ENSG00000143401	ANP32E	True	0.74866850371059035	0.22600080206512052	0.47539541653777073	0.47539541653777073
138	6222	ENSG00000184220	CMSS1	True	1.3096568153945625	0.22585595950030468	0.47524305307947917	0.47524305307947917
139	12625	ENSG00000130429	ARPC1B	True	1.1964099233397858	0.22572349764947153	0.47510367042306834	0.47510367042306834
140	729	ENSG00000092853	CLSPN	True	0.61385996434888357	0.22566417004715716	0.47504122983921843	0.47504122983921843
141	3561	ENSG00000115875	SRSF7	True	1.3505596483564193	0.22552503973166216	0.47489476700808375	0.47489476700808375
142	600	ENSG00000126698	DNAJC8	True	0.96970527592741917	0.22532407089248496	0.47468312682513264	0.47468312682513264
143	26137	ENSG00000125148	MT2A	True	0.6566035397563923	0.22513155488142628	0.47448029978222095	0.47448029978222095
144	8326	ENSG00000198498	TMA16	True	1.0005898324113391	0.22504278438606873	0.47438674558430566	0.47438674558430566
145	1467	ENSG00000143106	PSMA5	True	0.70938610886595821	0.22503657652152076	0.47438020249744905	0.47438020249744905
146	24429	ENSG00000128951	DUT	True	1.0693726717846246	0.22483499302422483	0.47416768450014057	0.47416768450014057
147	21110	ENSG00000135446	CDK4	True	1.2151507709345768	0.22445865425766343	0.47377067686557323	0.47377067686557323
148	19404	ENSG00000122873	CISD1	True	0.84649078797784916	0.22431280383955854	0.47361672673118138	0.47361672673118138
149	1038	ENSG00000081870	HSPB11	True	0.78366000382984102	0.22411100498392911	0.47340363854107531	0.47340363854107531
150	23597	ENSG00000198668	CALM1	True	0.88974981827147603	0.22408992272989536	0.47338137133805275	0.47338137133805275
151	8953	ENSG00000164182	NDUFAF2	True	0.89044816760751044	0.22405465348543352	0.47334411740871302	0.47334411740871302
152	25365	ENSG00000167978	SRRM2	True	1.3467548606506992	0.22403765241346063	0.47332615859833971	0.47332615859833971
153	13905	ENSG00000102144	PGK1	True	0.8372469676094626	0.22401138449920932	0.47329840956758912	0.47329840956758912
154	25327	ENSG00000260260	SNHG19	True	0.63148637630328397	0.22367862508536013	0.47294674656388125	0.47294674656388125
155	28678	ENSG00000101608	MYL12A	True	0.99353621209765552	0.22355374052272836	0.47281469998587011	0.47281469998587011
156	903	ENSG00000126088	UROD	True	0.99033117524540892	0.22353302226262428	0.47279278998587138	0.47279278998587138
157	24725	ENSG00000067225	PKM	True	1.0587822591364391	0.22351103397904204	0.47276953579840786	0.47276953579840786
158	10278	ENSG00000124802	EEF1E1	True	1.1551200735675795	0.22345685214633337	0.47271222974060378	0.47271222974060378
159	30092	ENSG00000130706	ADRM1	True	0.80497552108020876	0.22342055967359176	0.47267384069101154	0.47267384069101154
160	2632	ENSG00000069275	NUCKS1	True	1.7212505073140856	0.22332784004177464	0.47257575058584483	0.47257575058584483
161	21685	ENSG00000088992	TESC	True	0.77748849838520295	0.22320234204781164	0.47244295110395251	0.47244295110395251
162	24557	ENSG00000182718	ANXA2	True	0.69549693469011264	0.22308575782710377	0.47231955054507724	0.47231955054507724
163	5985	ENSG00000168273	SMIM4	True	1.0235610017442565	0.22302240881352042	0.47225248417930044	0.47225248417930044
164	23794	ENSG00000100664	EIF5	True	1.0868363858553314	0.22294740664397161	0.47217306852887281	0.47217306852887281
165	15718	ENSG00000179091	CYC1	True	1.2586068653534197	0.22282339693391284	0.47204173219527196	0.47204173219527196
166	8039	ENSG00000164109	MAD2L1	True	0.65911156652001268	0.2225045305046715	0.47170385890373157	0.47170385890373157
167	20978	ENSG00000170627	GTSF1	True	1.2345537421640751	0.22244370234415323	0.47163937743169115	0.47163937743169115
168	25862	ENSG00000179958	DCTPP1	True	0.9973790908601311	0.22241881163192034	0.47161298925275619	0.47161298925275619
169	2160	ENSG00000143256	PFDN2	True	1.3399909289262384	0.22239230501192497	0.47158488632686796	0.47158488632686796
170	22151	ENSG00000120699	EXOSC8	True	0.62879344779947588	0.22232109979809012	0.47150938463416625	0.47150938463416625
171	15767	ENSG00000182307	C8orf33	True	1.0267696451207451	0.22222792716718542	0.47141057176010109	0.47141057176010109
172	28680	ENSG00000118680	MYL12B	True	0.87945167514476696	0.22213011275866323	0.47130681382583811	0.47130681382583811
173	12692	ENSG00000172336	POP7	True	1.0203862579340459	0.22211343771938519	0.47128912327719297	0.47128912327719297
174	10436	ENSG00000180573	HIST1H2AC	True	0.44486109800447121	0.22206715994979387	0.47124002371381174	0.47124002371381174
175	30319	ENSG00000141873	SLC39A3	True	1.1971850081744599	0.22203982780469822	0.47121102258404168	0.47121102258404168
176	5989	ENSG00000114902	SPCS1	True	1.0809858466819109	0.22188195309355119	0.4710434726153746	0.4710434726153746
177	31554	ENSG00000130204	TOMM40	True	1.1819966057117501	0.2218309919543926	0.47098937562793558	0.47098937562793558
178	21418	ENSG00000184752	NDUFA12	True	1.0019157873328426	0.22181710343216032	0.47097463141039808	0.47097463141039808
179	19639	ENSG00000165678	GHITM	True	0.94963376814206102	0.2216179729329143	0.47076318136926798	0.47076318136926798
180	21012	ENSG00000135404	CD63	True	1.7222118185694397	0.22161194688473485	0.4707567810289458	0.4707567810289458
181	30219	ENSG00000185198	PRSS57	True	0.65866789576647022	0.2215957448925906	0.47073957226112889	0.47073957226112889
182	535	ENSG00000117632	STMN1	True	1.762478036411778	0.22158799584250533	0.47073134147038193	0.47073134147038193
183	17050	ENSG00000177156	TALDO1	True	0.74436137567184135	0.22106092918994447	0.47017117009653459	0.47017117009653459
184	17280	ENSG00000175390	EIF3F	True	0.97280244793216541	0.22105153138308398	0.47016117596318391	0.47016117596318391
185	17530	ENSG00000135363	LMO2	True	0.59009635700970442	0.22095704217825446	0.4700606792513648	0.4700606792513648
186	7807	ENSG00000163319	MRPS18C	True	0.92201351806845788	0.22072983077964192	0.46981893403697761	0.46981893403697761
187	803	ENSG00000131236	CAP1	True	0.8593996415841002	0.22071987448053121	0.46980833802789324	0.46980833802789324
188	1810	ENSG00000159352	PSMD4	True	0.69011668493137912	0.22049938199944918	0.46957361723104629	0.46957361723104629
189	25267	ENSG00000103275	UBE2I	True	1.1119946415015844	0.22037749666309692	0.46944381630084009	0.46944381630084009
190	13519	ENSG00000130741	EIF2S3	True	0.81111196884543146	0.22028353345967644	0.4693437263452836	0.4693437263452836
191	12351	ENSG00000146731	CCT6A	True	1.1663938593499796	0.22020751500989877	0.46926273558625853	0.46926273558625853
192	5406	ENSG00000168393	DTYMK	True	1.0752868793513981	0.22017579091304396	0.4692289323060162	0.4692289323060162
193	13996	ENSG00000185222	WBP5	True	0.74942385589849714	0.21991379960097757	0.46894967704539214	0.46894967704539214
194	6614	ENSG00000069849	ATP1B3	True	1.0527274993932672	0.21954227615396515	0.46855338666363855	0.46855338666363855
195	30521	ENSG00000104980	TIMM44	True	0.90975237116016616	0.21948352554080697	0.46849068885177109	0.46849068885177109
196	32858	ENSG00000100097	LGALS1	True	0.50417724027499655	0.21944386140784833	0.46844835511275768	0.46844835511275768
197	2222	ENSG00000143183	TMCO1	True	1.167278473449727	0.21928428177427528	0.46827799625252015	0.46827799625252015
198	30726	ENSG00000179218	CALR	True	1.2051423180192165	0.21920747443566047	0.46819597866241919	0.46819597866241919
199	31400	ENSG00000090013	BLVRB	True	0.55470433696579924	0.21913553589828844	0.4681191471177914	0.4681191471177914
200	25333	ENSG00000184207	PGP	True	0.97195182893940046	0.2191298380346034	0.46811306116642737	0.46811306116642737
201	15528	ENSG00000104549	SQLE	True	0.65652559783025355	0.2190404587834287	0.46801758383999709	0.46801758383999709
202	30734	ENSG00000104903	LYL1	True	0.90719188211570223	0.21898440636390071	0.46795769719484337	0.46795769719484337
203	11922	ENSG00000136238	RAC1	True	1.2284632846557841	0.21897390984200005	0.46794648181389298	0.46794648181389298
204	10058	ENSG00000048162	NOP16	True	0.78974205640678063	0.21887427631691714	0.46784001145361342	0.46784001145361342
205	197	ENSG00000074800	ENO1	True	1.9297822451466722	0.21884093001232374	0.4678043715190397	0.4678043715190397
206	15469	ENSG00000172172	MRPL13	True	0.68533102179415362	0.21869283205824153	0.46764605425283073	0.46764605425283073
207	33660	ENSG00000212907	MT-ND4L	True	1.074844641836697	0.21864315353755481	0.46759293572246663	0.46759293572246663
208	13759	ENSG00000072506	HSD17B10	True	0.86783459855050749	0.21857949621610506	0.46752486160214524	0.46752486160214524
209	28732	ENSG00000178127	NDUFV2	True	1.0291587910197424	0.21855977709556251	0.46750377227949991	0.46750377227949991
210	6535	ENSG00000091527	CDV3	True	0.89303153427966253	0.21854651897677424	0.46748959237267973	0.46748959237267973
211	25186	ENSG00000161980	POLR3K	True	1.1076651369790231	0.21845228310224085	0.46738879223002433	0.46738879223002433
212	6852	ENSG00000163584	RPL22L1	True	0.65400993420679077	0.21790094808698918	0.46679861620080793	0.46679861620080793
213	23241	ENSG00000100567	PSMA3	True	0.64662046959119568	0.21789405513194343	0.46679123292103875	0.46679123292103875
214	25809	ENSG00000103485	QPRT	True	0.96664767905431315	0.21788424640789794	0.46678072626009093	0.46678072626009093
215	10579	ENSG00000204574	ABCF1	True	1.139739379677196	0.21785125865336186	0.46674538953626726	0.46674538953626726
216	33310	ENSG00000156261	CCT8	True	1.107547799824441	0.21783207467626875	0.46672483828940231	0.46672483828940231
217	32019	ENSG00000105048	TNNT1	True	1.1664322200131543	0.21774253853413095	0.46662890880669938	0.46662890880669938
218	5652	ENSG00000144635	DYNC1LI1	True	0.89160054509587849	0.21772315077734616	0.46660813406684859	0.46660813406684859
219	20294	ENSG00000111642	CHD4	True	0.88838668176403301	0.21768877702155187	0.46657129896892702	0.46657129896892702
220	20029	ENSG00000107581	EIF3A	True	0.83340535299331153	0.2176333700217008	0.46651191841334644	0.46651191841334644
221	6493	ENSG00000184897	H1FX	True	0.63165293564303171	0.21758718920518555	0.46646241992810689	0.46646241992810689
222	1688	ENSG00000265241	RBM8A	True	1.2712575468346778	0.21752730548361265	0.4663982262869496	0.4663982262869496
223	9868	ENSG00000082515	MRPL22	True	0.82133309246066855	0.2174265810500321	0.46629023263417396	0.46629023263417396
224	19469	ENSG00000165732	DDX21	True	1.4961941782072055	0.21739814491695642	0.46625973975559631	0.46625973975559631
225	8767	ENSG00000113460	BRIX1	True	0.66332363202171873	0.21738864445237843	0.46624955169134313	0.46624955169134313
226	6840	ENSG00000008952	SEC62	True	0.95018048542184119	0.21723576114925769	0.46608557277527662	0.46608557277527662
227	22006	ENSG00000150459	SAP18	True	0.90788842992442198	0.2171780227900052	0.46602362900394351	0.46602362900394351
228	17745	ENSG00000134809	TIMM10	True	0.8627905329005372	0.21716553135848915	0.46601022666727943	0.46601022666727943
229	3267	ENSG00000143870	PDIA6	True	0.91269823319798915	0.2171366057831281	0.46597919028978979	0.46597919028978979
230	10222	ENSG00000180822	PSMG4	True	0.91779969462069033	0.21712231850045638	0.4659638596505703	0.4659638596505703
231	633	ENSG00000162511	LAPTM5	True	0.71615676912745396	0.21711340853579919	0.46595429876308597	0.46595429876308597
232	17325	ENSG00000110321	EIF4G2	True	0.90689838209412765	0.21707162642679501	0.46590946161973895	0.46590946161973895
233	24960	ENSG00000140612	SEC11A	True	1.091297056850155	0.21706497495515475	0.46590232340604909	0.46590232340604909
234	8151	ENSG00000085871	MGST2	True	0.82126653030560492	0.21690264999374897	0.46572808589749981	0.46572808589749981
235	13379	ENSG00000002586	CD99	True	0.83595958017705296	0.21687541891153339	0.46569885002169953	0.46569885002169953
236	3826	ENSG00000169564	PCBP1	True	1.0281306588881984	0.21682658056267212	0.46564641152130887	0.46564641152130887
237	32193	ENSG00000130725	UBE2M	True	0.91754130460002392	0.21680200467090383	0.46562002176764672	0.46562002176764672
238	5834	ENSG00000173473	SMARCC1	True	0.8213317127136831	0.21671684995317697	0.46552857050150742	0.46552857050150742
239	4637	ENSG00000115233	PSMD14	True	0.71134487405851854	0.21659547271691215	0.46539818727291166	0.46539818727291166
