source_column	ensembl_id	gene_symbol	unique_symbol
389	ENSG00000261781	RP11-174G17.2	True
390	ENSG00000117154	IGSF21	True
391	ENSG00000230035	RP11-174G17	True
392	ENSG00000225387	RP11-422P22.1	True
393	ENSG00000179023	KLHDC7A	True
394	ENSG00000009709	PAX7	True
395	ENSG00000179002	TAS1R2	True
396	ENSG00000255275	RP13-279N23.2	True
397	ENSG00000159423	ALDH4A1	True
398	ENSG00000169991	IFFO2	True
399	ENSG00000127481	UBR4	True
400	ENSG00000230424	RP1-43E13.2	True
401	ENSG00000127463	EMC1	True
402	ENSG00000053372	MRTO4	True
403	ENSG00000162482	AKR7A3	True
404	ENSG00000053371	AKR7A2	True
405	ENSG00000040487	PQLC2	True
406	ENSG00000077549	CAPZB	True
407	ENSG00000235185	RP5-1056L3.1	True
408	ENSG00000173436	MINOS1	True
409	ENSG00000270136	MINOS1-NBL1	True
410	ENSG00000158747	NBL1	True
411	ENSG00000158748	HTR6	True
412	ENSG00000162542	TMCO4	True
413	ENSG00000178828	RNF186	True
414	ENSG00000235434	RP11-91K11.2	True
415	ENSG00000169914	OTUD3	True
416	ENSG00000188784	PLA2G2E	True
417	ENSG00000188257	PLA2G2A	True
418	ENSG00000127472	PLA2G5	True
419	ENSG00000117215	PLA2G2D	True
420	ENSG00000158786	PLA2G2F	True
421	ENSG00000227066	RP3-340N1.2	True
422	ENSG00000187980	PLA2G2C	True
423	ENSG00000225986	UBXN10-AS1	True
424	ENSG00000162543	UBXN10	True
425	ENSG00000228105	RP3-340N1.6	True
426	ENSG00000158816	VWA5B1	True
427	ENSG00000226664	RP4-745E8.2	True
428	ENSG00000236963	LINC01141	True
429	ENSG00000226487	RP4-749H3.2	True
430	ENSG00000162545	CAMK2N1	True
431	ENSG00000090432	MUL1	True
432	ENSG00000183114	FAM43B	True
433	ENSG00000158825	CDA	True
434	ENSG00000158828	PINK1	True
435	ENSG00000117242	PINK1-AS	True
436	ENSG00000244038	DDOST	True
437	ENSG00000117245	KIF17	True
438	ENSG00000189410	SH2D5	True
439	ENSG00000233069	RP5-930J4.2	True
440	ENSG00000127483	HP1BP3	True
441	ENSG00000075151	EIF4G3	True
442	ENSG00000117298	ECE1	True
443	ENSG00000236936	RP3-329E20.2	True
444	ENSG00000231105	RP5-1071N3.1	True
445	ENSG00000236009	RP11-293F5.1	True
446	ENSG00000142794	NBPF3	True
447	ENSG00000162551	ALPL	True
448	ENSG00000233431	RP11-63N8.3	True
449	ENSG00000076864	RAP1GAP	True
450	ENSG00000090686	USP48	True
451	ENSG00000187942	LDLRAD2	True
452	ENSG00000142798	HSPG2	True
453	ENSG00000219073	CELA3B	True
454	ENSG00000142789	CELA3A	True
455	ENSG00000228397	RP1-224A6.3	True
456	ENSG00000218510	LINC00339	True
457	ENSG00000070831	CDC42	True
458	ENSG00000271840	RP1-224A6.9	True
459	ENSG00000162552	WNT4	True
460	ENSG00000184677	ZBTB40	True
461	ENSG00000070886	EPHA8	True
462	ENSG00000173372	C1QA	True
463	ENSG00000159189	C1QC	True
464	ENSG00000173369	C1QB	True
465	ENSG00000133216	EPHB2	True
466	ENSG00000225952	RP11-69E9.1	True
467	ENSG00000215906	LACTBL1	True
468	ENSG00000227868	C1orf234	True
469	ENSG00000004487	KDM1A	True
470	ENSG00000240553	RP1-184J9.2	True
471	ENSG00000169641	LUZP1	True
472	ENSG00000179546	HTR1D	True
473	ENSG00000261326	LINC01355	True
474	ENSG00000125944	HNRNPR	True
475	ENSG00000125945	ZNF436	True
476	ENSG00000249087	ZNF436-AS1	True
477	ENSG00000271420	RP5-1057J7.7	True
478	ENSG00000204219	TCEA3	True
479	ENSG00000088280	ASAP3	True
480	ENSG00000007968	E2F2	True
481	ENSG00000235052	RP1-150O5.3	True
482	ENSG00000117318	ID3	True
483	ENSG00000197880	MDS2	True
484	ENSG00000142676	RPL11	True
485	ENSG00000011007	TCEB3	True
486	ENSG00000236810	TCEB3-AS1	True
487	ENSG00000057757	PITHD1	True
488	ENSG00000011009	LYPLA2	True
489	ENSG00000117308	GALE	True
490	ENSG00000117305	HMGCL	True
491	ENSG00000179163	FUCA1	True
492	ENSG00000188822	CNR2	True
493	ENSG00000232557	RP11-4M23.3	True
494	ENSG00000189266	PNRC2	True
495	ENSG00000188529	SRSF10	True
496	ENSG00000225315	RP11-293P20.2	True
497	ENSG00000142661	MYOM3	True
498	ENSG00000230703	RP11-293P20.4	True
499	ENSG00000142677	IL22RA1	True
500	ENSG00000185436	IFNLR1	True
501	ENSG00000230023	RP11-10N16.2	True
502	ENSG00000232298	RP11-10N16.3	True
503	ENSG00000158055	GRHL3	True
504	ENSG00000001460	STPG1	True
505	ENSG00000001461	NIPAL3	True
506	ENSG00000117602	RCAN3	True
507	ENSG00000264443	RP4-594I10.3	True
508	ENSG00000184454	NCMAP	True
509	ENSG00000133226	SRRM1	True
510	ENSG00000169504	CLIC4	True
511	ENSG00000020633	RUNX3	True
512	ENSG00000229162	RP11-84D1.1	True
513	ENSG00000261025	RP11-84D1.2	True
514	ENSG00000233755	RP4-799D16.1	True
515	ENSG00000231953	RP4-706G24.1	True
516	ENSG00000117614	SYF2	True
517	ENSG00000117616	RSRP1	True
518	ENSG00000272432	RP3-465N24.6	True
519	ENSG00000187010	RHD	True
520	ENSG00000183726	TMEM50A	True
521	ENSG00000188672	RHCE	True
522	ENSG00000204178	TMEM57	True
523	ENSG00000157978	LDLRAP1	True
524	ENSG00000225643	RP11-70P17.1	True
525	ENSG00000117643	MAN1C1	True
526	ENSG00000233478	RP1-187B23.1	True
527	ENSG00000162430	SEPN1	True
528	ENSG00000255054	RP1-317E23.6	True
529	ENSG00000228172	RP1-317E23.3	True
530	ENSG00000117640	MTFR1L	True
531	ENSG00000272478	RP1-317E23.7	True
532	ENSG00000127423	AUNIP	True
533	ENSG00000236528	RP1-125I3.2	True
534	ENSG00000182749	PAQR7	True
535	ENSG00000117632	STMN1	True
536	ENSG00000158006	PAFAH2	True
537	ENSG00000158008	EXTL1	True
538	ENSG00000158014	SLC30A2	True
539	ENSG00000158022	TRIM63	True
540	ENSG00000175087	PDIK1L	True
541	ENSG00000197245	FAM110D	True
542	ENSG00000282872	RP11-96L14.8	True
543	ENSG00000236782	RP11-96L14.7	True
544	ENSG00000142684	ZNF593	True
545	ENSG00000142675	CNKSR1	True
546	ENSG00000188782	CATSPER4	True
547	ENSG00000130695	CEP85	True
548	ENSG00000142669	SH3BGRL3	True
549	ENSG00000158062	UBXN11	True
550	ENSG00000169442	CD52	True
551	ENSG00000176092	AIM1L	True
552	ENSG00000176083	ZNF683	True
553	ENSG00000131914	LIN28A	True
554	ENSG00000117682	DHDDS	True
555	ENSG00000225891	RP3-476K8.3	True
556	ENSG00000198830	HMGN2	True
557	ENSG00000117676	RPS6KA1	True
558	ENSG00000260063	RP5-968P14.2	True
559	ENSG00000117713	ARID1A	True
560	ENSG00000060642	PIGV	True
561	ENSG00000204160	ZDHHC18	True
562	ENSG00000175793	SFN	True
563	ENSG00000142751	GPN2	True
564	ENSG00000226698	RP1-50O24.6	True
565	ENSG00000198746	GPATCH3	True
566	ENSG00000090273	NUDC	True
567	ENSG00000131910	NR0B2	True
568	ENSG00000175707	KDF1	True
569	ENSG00000253368	TRNP1	True
570	ENSG00000158246	FAM46B	True
571	ENSG00000280403	AL137860.1	True
572	ENSG00000090020	SLC9A1	True
573	ENSG00000224311	RP11-40H20.4	True
574	ENSG00000142784	WDTC1	True
575	ENSG00000186501	TMEM222	True
576	ENSG00000142765	SYTL1	True
577	ENSG00000142733	MAP3K6	True
578	ENSG00000142748	FCN3	True
579	ENSG00000174950	CD164L2	True
580	ENSG00000181773	GPR3	True
581	ENSG00000158195	WASF2	True
582	ENSG00000241169	RP4-752I6.1	True
583	ENSG00000237429	RP1-159A19.4	True
584	ENSG00000126705	AHDC1	True
585	ENSG00000000938	FGR	True
586	ENSG00000233975	RP11-288L9.1	True
587	ENSG00000126709	IFI6	True
588	ENSG00000225886	RP11-288L9.4	True
589	ENSG00000009780	FAM76A	True
590	ENSG00000117758	STX12	True
591	ENSG00000117751	PPP1R8	True
592	ENSG00000278868	AL109927.1	True
593	ENSG00000130775	THEMIS2	True
594	ENSG00000117748	RPA2	True
595	ENSG00000130768	SMPDL3B	True
596	ENSG00000227050	RP11-460I13.2	True
597	ENSG00000158156	XKR8	True
598	ENSG00000158161	EYA3	True
599	ENSG00000169403	PTAFR	True
600	ENSG00000126698	DNAJC8	True
601	ENSG00000130770	ATPIF1	True
602	ENSG00000270605	RP5-1092A3.4	True
603	ENSG00000271398	RP5-1092A3.5	True
604	ENSG00000130766	SESN2	True
605	ENSG00000130772	MED18	True
606	ENSG00000204138	PHACTR4	True
607	ENSG00000180198	RCC1	True
608	ENSG00000180098	TRNAU1AP	True
609	ENSG00000197989	SNHG12	True
610	ENSG00000120656	TAF12	True
611	ENSG00000188060	RAB42	True
612	ENSG00000229388	RP11-442N24__B.1	True
613	ENSG00000270103	RNU11	True
614	ENSG00000162419	GMEB1	True
615	ENSG00000198492	YTHDF2	True
616	ENSG00000116329	OPRD1	True
617	ENSG00000233427	RP1-212P9.3	True
618	ENSG00000159023	EPB41	True
619	ENSG00000253304	TMEM200B	True
620	ENSG00000225750	RP11-242O24.3	True
621	ENSG00000116350	SRSF4	True
622	ENSG00000116353	MECR	True
623	ENSG00000237934	RP11-467D18.2	True
624	ENSG00000060656	PTPRU	True
625	ENSG00000230523	RP3-437I16.1	True
626	ENSG00000228176	RP4-656G21.1	True
627	ENSG00000233399	RP11-111I12.1	True
628	ENSG00000233372	RP5-893G23.1	True
629	ENSG00000236335	RP4-591L5.1	True
630	ENSG00000231949	RP4-591L5.2	True
631	ENSG00000162510	MATN1	True
632	ENSG00000186056	MATN1-AS1	True
633	ENSG00000162511	LAPTM5	True
634	ENSG00000229607	RP5-1125N11.1	True
635	ENSG00000223382	RP5-1125N11.2	True
636	ENSG00000235143	RP1-65J11.5	True
637	ENSG00000162512	SDC3	True
638	ENSG00000134644	PUM1	True
639	ENSG00000084628	NKAIN1	True
640	ENSG00000060688	SNRNP40	True
641	ENSG00000121766	ZCCHC17	True
642	ENSG00000229044	RP11-266K22.2	True
643	ENSG00000121769	FABP3	True
644	ENSG00000168528	SERINC2	True
645	ENSG00000223907	LINC01226	True
646	ENSG00000229167	RP11-73M7.1	True
647	ENSG00000142910	TINAGL1	True
648	ENSG00000121764	HCRTR1	True
649	ENSG00000162517	PEF1	True
650	ENSG00000235790	RP11-73M7.6	True
651	ENSG00000264078	RP11-73M7.9	True
652	ENSG00000084636	COL16A1	True
653	ENSG00000121753	ADGRB2	True
654	ENSG00000254545	RP11-84A19.3	True
655	ENSG00000134668	SPOCD1	True
656	ENSG00000203620	RP11-84A19.2	True
657	ENSG00000269967	RP11-84A19.4	True
658	ENSG00000184007	PTP4A2	True
659	ENSG00000228634	RP4-534N18.2	True
660	ENSG00000121774	KHDRBS1	True
661	ENSG00000203325	RP11-277A4.4	True
662	ENSG00000121775	TMEM39B	True
663	ENSG00000025800	KPNA6	True
664	ENSG00000084652	TXLNA	True
665	ENSG00000160050	CCDC28B	True
666	ENSG00000224066	RP4-622L5.7	True
667	ENSG00000160051	IQCC	True
668	ENSG00000222046	DCDC2B	True
669	ENSG00000160055	TMEM234	True
670	ENSG00000084623	EIF3I	True
671	ENSG00000183615	FAM167B	True
672	ENSG00000182866	LCK	True
673	ENSG00000116478	HDAC1	True
674	ENSG00000175130	MARCKSL1	True
675	ENSG00000233775	RP4-811H24.9	True
676	ENSG00000162526	TSSK3	True
677	ENSG00000225828	FAM229A	True
678	ENSG00000160058	BSDC1	True
679	ENSG00000254553	RP1-27O5.3	True
680	ENSG00000273274	ZBTB8B	True
681	ENSG00000160062	ZBTB8A	True
682	ENSG00000176261	ZBTB8OS	True
